YEAR_,FIRE_NAME,GIS_ACRES
2007,BACK,28.209942
2007,CHINA,2939.3633
2007,SKY,21.536621
2007,BUTLER,87.502579
2007,DOGWOOD,12.925918
2007,ELLIOT,18.190487
2007,DEVORE,14.000339
2007,SAND,108.17876
2007,BLUECUT,24.778418
2007,ROCK BSFMU A6,267.27518
2007,SAGE,6462.6201
2007,SANTIAGO,28429.98
2007,SENTINEL,12.165871
2007,SEVEN,1643.7688
2007,SLIDE,12769.248
2007,RICE,9471.8535
2007,LARSON,1075.9994
2007,PONDEROSA,14.640405
2007,TWIN,30.308344
2007,WALKER,794.12402
2007,LAKE,12.55744
2007,BROWN,1430.3173
2007,BODFISH,213.1162
2007,DANHAUSER,145.13974
2007,SAN BENITO,16.036627
2007,SCHOTT,60.566341
2007,HONEY,726.40356
2007,HWY 32,247.54698
2007,BANGOR,1057.2021
2007,PANOCHE,73.787048
2007,TAR,5671.0283
2007,BOURLAND,29.358068
2007,MONO,98.083466
2007,MOONLIGHT,64959.957
2007,MCCOY,353.13928
2007,NORTH,2122.3425
2007,OAK,27062.869
2007,OHAREL,596.91589
2007,PINE,2111.7681
2007,PIONEER,25.063503
2007,POOMACHA,49410.969
2007,RATTLESNAKE,14.430934
2007,RICHBAR,13.432594
2007,RIVER,149.88673
2006,RALSTON,8421.0439
2007,PASS,444.15714
2007,EIGHTY,78.042297
2007,ATHENS,15.186109
2007,WEST BUTTE,83.313751
2007,PEACE VALLEY,282.39374
2007,CROSBY,20.309357
2007,FIDDYMENT,62.63406
2007,WILSON,13.753272
2007,SMARTVILLE,197.49065
2007,SIXTY-FIVE,29.607964
2007,SIXTY-FIVE 2,30.927938
2007,COLINA,374.44659
2007,LAGUNA,12.439347
2007,POLK,84.793762
2007,MOCKINGBIRD,737.27155
2007,PETERSON,14.476455
2007,JASPER,85.658264
2007,MOONEY,49.375443
2007,NADER,16.271547
2007,COLBY,253.65028
2007,COYOTE,18.425411
2007,DEVIL,12.168941
2007,DOME,65.50415
2007,ELK,1144.6945
2007,FLETCHER,8081.9565
2007,GOLDLEDGE,4196.0171
2007,GRANITE,10.107421
2007,GROUSE,1004.1142
2007,ANGORA,3069.8049
2007,GRASS VALLEY,1242.3707
2007,HARVEY,15.22974
2007,HAUSER,17.117609
2007,HOWARDS GULCH,21.997742
2007,HUMMINGBIRD,80.300735
2007,JAMES,1348.9324
2007,JEDIDIAH,85.585571
2007,LAZY,597.47919
2007,MARBLE,26.605597
2007,LOS FLORES,4099.9658
2007,MERIDIAN,445.72775
2007,MARTIN RANCH,602.23236
2007,GLEN HELEN  2,163.57954
2007,DEVORE 2,86.782532
2007,QUIEN,422.32996
2007,BRYSON,24.734619
2007,SOLEDAD,37.538048
2007,COLORADO,24.842897
2007,AVENIDA,33.982323
2007,PINEY,49.415012
2007,ROSA,19.033484
2007,OAK,18.521669
2007,POT HOLE,13.790443
2007,BAILEY,53.446312
2007,WRIGHT,31.311214
2007,FREMONT ,31.797487
2007,BORDER 26,10.169313
2007,BULL,168.81552
2007,CHICK,8.780858
2007,SPRING,49.257477
2007,LITTLE,66.902306
2007,CONWAY,89.101944
2007,INKOPAH,698.97198
2007,YOKHOL,77.203224
2007,CANYON,84.723747
2007,DAWSON,960.72968
2007,ALTA MESA,70.184151
2007,BARRETT,21.030239
2007,KINGSTON#1,186.80902
2007,POWER HOUSE,45.79953
2007,LIBERTY,3.4283111
2007,HIGHWAY,34.533073
2007,SONOMA,13.873017
2007,GRADE 2,59.803902
2007,ARMSTRONG,24.250387
2007,CLARK,46.991291
2007,AUBURN,20.990444
2007,PRAIRIE,72.230446
2007,GARDEN,146.0327
2007,PHILLIPS,935.63196
2007,SOUTH BEALE,194.88527
2007,SPENCEVILLE,31.350094
2007,VALLEY,69.976166
2007,LOMA RICA /  LA PORTE ,10.325691
2007,WALDO 2,38.748405
2007,WALDO,16.193367
2007,WASHOE,19.813339
2007,WILSON,10.571572
2007,BASELINE,13.976875
2007,ALESSANDRO,860.0874
2007,STRAW,42.576931
2007,SIERRA,777.51404
2007,LICK,47748.273
2007,STEVENS,166.15497
2007,POWER,919.19946
2007,HATCHET,11.326786
2007,SILVER,110.62502
2007,CLEAR,176.67119
2007,WEED ,53.966812
2007,SECERT,210.91106
2007,BEAR,840.83716
2007,FALL,14.375986
2007,BRAZIE,5.7481575
2007,GIRARD,13.895431
2007,OKLAHOMA,30.412933
2007,REYNOLDS,16.674894
2007,RYAN,15.014842
2007,ODONOVAN,45.855659
2007,CUESTA,44.711529
2007,BITTER,26.076376
2007,CAL POLY,45.719734
2007,JOHNSON,13.125206
2007,ADELADIA,16.182131
2007,CUESTA 2,16.545183
2007,RANCH,12.779738
2007,POZO,19.971207
2007,MORRO,12.736195
2007,POLY / A-4 7,55.687283
2007,GRADE,97.131248
2007,DIABLO,332.36267
2007,MURRAY,102.86722
2007,DUNTON,208.23663
2007,SHELL,101.42255
2007,GASSNER,228.98264
2007,GOLDEN,65.629883
2007,ORVIS,534.98315
2007,ITALIAN,102.28026
2007,SHELLEY,103.75456
2007,"CONNER, W",456.79926
2007,DYE,386.4487
2007,LYMAN,18.759905
2007,HORSE,434.78903
2007,SHANNON,2140.9993
2007,BACKSCATTER,68.517014
2007,BARTLETT 2,36.440788
2007,BEAR,9.8735523
2007,BERNASCONI,50.227215
2007,BLACK,74.38044
2007,BOLLI,728.8432
2007,BUCKWEED,38347.473
2007,CALPINE,45.811024
2007,CHIPMUNK,8.3388968
2007,CLEAR,37.960297
2007,SLIDES,11.940976
2007,SNOW,100.15797
2007,SOURCE,12.574331
2007,SUGARLAOF,102.34708
2007,TRIMMER,193.51096
2007,TURN,8.830719
2007,VANN,55.826241
2007,VISTA,420.31787
2007,WALLOW,1438.3859
2007,WITCH,162070.47
2007,ZACA,240358.7
2007,BABCOCK PEAK,406.54782
2007,CAPRA,20.417542
2007,CEDAR,29.605562
2007,CHERRY,101.00019
2007,CLOVER 2,20.161188
2007,CABLE,12.577147
2007,DAVIS,30.266935
2007,LAGO,46.932083
2007,LINDSEY,23.712736
2007,LOWE,14.327742
2007,RIDGE,44.905499
2007,ROUSE,46.790367
2007,VEHICLE,24.900162
2007,WHEELER,22331.924
2007,PAST,84.959457
2007,BUTLER #2,13736.271
2007,CAJON,256.54153
2007,KING CREEK #2,10477.379
2007,LITTLE GRIDER,2172.7808
2007,TITUS,2177.2847
2007,TOM MARTIN,31.287971
2007,WINGATE,931.98981
2007,RAILROAD,84.635704
2007,RAILDOAD 2,13.732512
2007,SHOOTING,14.967268
2007,ROCK,85.730988
2007,RODGE,9.2572346
2007,CLIFTON,77.273262
2007,TIONESTA,19.630627
2007,MINE,40.20031
2007,RANCH,394.06638
2007,RIVER,11.641798
2007,SKINNER,18.126299
2007,DAILY,224.3175
2007,YOLLA,56.6572
2007,WHITMORE 3,43.375984
2007,TORRI,19.520588
2007,JUNE,679.61218
2007,LOOKOUT,73.043213
2007,HARRIS 2,90728.328
2007,INGALLS,18.245937
2007,BUMMER,60.40992
2007,DOME2,137.63342
2007,NIAGARA,161.38528
2007,JUPITER,13.402133
2005,FLUME,10.175338
2005,SIXTH,73.533394
2005,AERA,10.181422
2005,EAGLE,69.65049
2005,WELLS,120.20634
2005,PENO BLANC,49.648834
2005,SANDRIDGE,18.630726
2005,CREEKSIDE,23.033291
2005,CARSON,12.139244
2005,PENN,60.771233
2005,MARSHES,76.297897
2005,GOLDEN,74.760796
2005,RECHE,9.1656322
2005,PIONEER,1877.5387
2005,OPAL,131.08139
2005,GRASSHOPPER,180.56068
2005,I-40,40.822426
2005,CLIPPER2,57.516396
2005,INTERSTATE,39.892906
2005,CECIL 2,65.128006
2005,CHINA LAKE,10357.568
2005,SEGS,191.7701
2005,PROCTOR,112.75542
2005,MOJAVE,48.652485
2005,EL MIRAGE,34.753281
2005,HUSKY FIRE,53.665962
2005,BENT,78.83522
2005,SIERRA,249.00648
2005,ROUND UP,9.8999691
2005,CLAY RIVER,75.492332
2005,PAINTED HILLS,12.704241
2005,APRICOT,667.12268
2005,FAYE,19.143845
2005,TOVEY,983.47296
2005,RUMSEY 2,392.0704
2005,IRON,10.988773
2005,POPPET FIRE,220.76996
2005,BELLA,198.53716
2005,KESWICK,32.32959
2005,ZIEBRIGHT,7.6589417
2005,CROSS,21.131172
2005,GARDEN,110.10616
2004,HAZEN,196.59691
2005,RANCH,427.42126
2005,MANTON,1822.2296
2005,FOLEY,324.69672
2005,36,2875.8711
2005,BISHOP A,8.704258
2005,BISHOP B,2.8911736
2005,HOMESTEAD,11.568663
2005,GILARDI 1,37.729378
2005,GENESEO,141.1954
2005,COTTONWOOD,64.271492
2005,SAN JUAN,17.54987
2005,LAKE,19.511711
2005,COTTON C,28.311832
2005,GILARDI 2,12.556915
2005,LOPEZ,10.5062
2005,REST STOP,20.668869
2005,DONOVAN,32.048405
2005,ARROW IC,54.399822
2005,ALMOND,5.1974058
2005,BLUE,157.19617
2005,CRESTON,230.09448
2005,YORBA LINDA,1078.504
2005,152 FIRE,193.61261
2005,600 FIRE,48.672287
2005,800 FIRE,44.350506
2005,810 FIRE,52.072788
2005,ALTMAN,43.661354
2005,BAILEY,1024.5391
2005,BATES,23.162828
2005,BLANCO,19.714512
2005,BUCKEYE,20.038162
2005,COTTONWOOD,152.11354
2005,COWPIE,4983.3828
2005,DINOSAUR,45.717899
2005,DOS AMIGOS,746.03467
2005,ENGINEERS,239.40002
2005,HENSLEY,18.784916
2005,HORSESHOE,439.6098
2005,LA PALOMA,751.30792
2005,LAGUNA,260.28912
2005,LAGUNA 2,545.00513
2005,LIGHTNING,21.315855
2005,LOS BANOS,942.11792
2005,MERVEL,9.2372618
2005,MILLERTON,29.196085
2005,MYERS,91.919312
2005,MYSTERY,21.742496
2005,NOBLE,155.57043
2005,PRESTON,75.329651
2005,QUARTZ,547.3606
2005,RATTLESNAKE,23.404484
2005,SAN LUIS,332.2597
2005,STUMPFIELD,11.457004
2005,URROTIA,420.42441
2005,WRIGHT,29.497358
2005,TWIN,103.5365
2005,SERENITY,23.815968
2005,SAND RIDGE,5.6707449
2005,JACKSON,21.235668
2005,BRADEN,13.295413
2005,BOREL,104.53486
2005,ELM,271.65405
2005,FOX,16.034674
2005,HIGHWAY,48.304184
2005,IDYLLWILD,45.283649
2005,INDIAN,20.010059
2005,INDIAN 2,188.74519
2005,KNOLL,19.574554
2005,REDLANDS,13.545725
2005,ROCK,99.376633
2005,SAN TIMOTEO,1014.6405
2005,SANTA,2.3316519
2005,SLOPE,12.995436
2005,WARREN,72.730186
2005,WOODHOUSE,6532.9731
2005,SOBOBA,2076.4578
2005,HWY 4 #3,62.592125
2005,PG&E #7,58.807484
2005,BROWN,162.55251
2005,SHOSHONI,37.797283
2005,BORDER#6,34.672874
1944,JOHN ALLEY RIDGE,1049.881
1944,GRAHAM GULCH,150.26338
1915, ,172.76585
1915, ,156.1532
1915, ,58.33276
1915, ,133.35796
1915, ,265.66577
1915, ,670.02979
1915, ,143.66191
1915, ,78.627655
1915, ,411.61572
1915, ,117.08377
1915, ,277.51425
1915, ,1097.3264
1915, ,94.287567
